subjid activity parameter mean
2 LAYING tBodyAcc-std()-Y -0.98027739875
2 LAYING tBodyAcc-std()-Z -0.984233296875
2 LAYING tBodyAccJerk-mean()-X 0.08259725116666666
2 LAYING tBodyAccJerk-mean()-Y 0.012254788451875
2 LAYING tBodyAccJerk-mean()-Z -0.0018026489562499998
2 LAYING tBodyAccJerk-std()-X -0.98587216875
2 LAYING tBodyAccJerk-std()-Y -0.98317254125
2 LAYING tBodyAccJerk-std()-Z -0.988442014375
2 LAYING tBodyAccJerkMag-mean() -0.9877416960416666
2 LAYING tBodyAccJerkMag-std() -0.98551807625
2 LAYING tBodyAccMag-mean() -0.9774354852083333
2 LAYING tBodyAccMag-std() -0.9728739129166667
2 LAYING tBodyGyro-mean()-X -0.01847660675
2 LAYING tBodyGyro-mean()-Y -0.11180082458333333
2 LAYING tBodyGyro-mean()-Z 0.14488284610416666
2 LAYING tBodyGyro-std()-X -0.9882752329166666
2 LAYING tBodyGyro-std()-Y -0.9822916089583333
2 LAYING tBodyGyro-std()-Z -0.9603065604166666
2 LAYING tBodyGyroJerk-mean()-X -0.10197413420833333
2 LAYING tBodyGyroJerk-mean()-Y -0.035859017608333335
2 LAYING tBodyGyroJerk-mean()-Z -0.07017830208333334
2 LAYING tBodyGyroJerk-std()-X -0.9932358491666666
2 LAYING tBodyGyroJerk-std()-Y -0.9895675379166666
2 LAYING tBodyGyroJerk-std()-Z -0.98803582125
2 LAYING tBodyGyroJerkMag-mean() -0.9917670741666667
2 LAYING tBodyGyroJerkMag-std() -0.9897180952083333
2 LAYING tBodyGyroMag-mean() -0.9500115695833333
2 LAYING tBodyGyroMag-std() -0.9611640539583334
2 LAYING tGravityAcc-mean()-X -0.509754238125
2 LAYING tGravityAcc-mean()-Y 0.752536639375
2 LAYING tGravityAcc-mean()-Z 0.6468348795833333
2 LAYING tGravityAcc-std()-X -0.9590144414583334
2 LAYING tGravityAcc-std()-Y -0.9882118652083334
2 LAYING tGravityAcc-std()-Z -0.984230418125
2 LAYING tGravityAccMag-mean() -0.9774354852083333
2 LAYING tGravityAccMag-std() -0.9728739129166667
2 SITTING fBodyAcc-mean()-X -0.985803840652174
2 SITTING fBodyAcc-mean()-Y -0.9573434984782608
2 SITTING fBodyAcc-mean()-Z -0.9701621726086956
2 SITTING fBodyAcc-std()-X -0.98736209
2 SITTING fBodyAcc-std()-Y -0.9500737541304348
2 SITTING fBodyAcc-std()-Z -0.9568628641304348
2 SITTING fBodyAccJerk-mean()-X -0.9878487936956521
2 SITTING fBodyAccJerk-mean()-Y -0.977139702826087
2 SITTING fBodyAccJerk-mean()-Z -0.9851290502173913
2 SITTING fBodyAccJerk-std()-X -0.9894591073913044
2 SITTING fBodyAccJerk-std()-Y -0.9808042284782609
2 SITTING fBodyAccJerk-std()-Z -0.9885708041304347
2 SITTING fBodyAccMag-mean() -0.9612737482608695
2 SITTING fBodyAccMag-std() -0.955575602173913
2 SITTING fBodyBodyAccJerkMag-mean() -0.9838746989130435
2 SITTING fBodyBodyAccJerkMag-std() -0.9841241858695652
2 SITTING fBodyBodyGyroJerkMag-mean() -0.9898619508695652
2 SITTING fBodyBodyGyroJerkMag-std() -0.9896329089130435
2 SITTING fBodyBodyGyroMag-mean() -0.9718405960869565
2 SITTING fBodyBodyGyroMag-std() -0.9613857452173913
2 SITTING fBodyGyro-mean()-X -0.9826213895652174
2 SITTING fBodyGyro-mean()-Y -0.9821009236956522
2 SITTING fBodyGyro-mean()-Z -0.9598148223913043
2 SITTING fBodyGyro-std()-X -0.9868085015217392
2 SITTING fBodyGyro-std()-Y -0.9773561886956522
2 SITTING fBodyGyro-std()-Z -0.9635226597826086
2 SITTING tBodyAcc-mean()-X 0.27708735173913046
2 SITTING tBodyAcc-mean()-Y -0.01568799372826087
2 SITTING tBodyAcc-mean()-Z -0.10921827245652174
2 SITTING tBodyAcc-std()-X -0.9868222795652174
2 SITTING tBodyAcc-std()-Y -0.9507044991304348
2 SITTING tBodyAcc-std()-Z -0.9598281717391304
2 SITTING tBodyAccJerk-mean()-X 0.0722564387173913
2 SITTING tBodyAccJerk-mean()-Y 0.011695451132391305
2 SITTING tBodyAccJerk-mean()-Z 0.0076054692986956525
2 SITTING tBodyAccJerk-std()-X -0.9880558541304347
2 SITTING tBodyAccJerk-std()-Y -0.9779839554347826
2 SITTING tBodyAccJerk-std()-Z -0.9875182117391305
2 SITTING tBodyAccJerkMag-mean() -0.9867747130434783
2 SITTING tBodyAccJerkMag-std() -0.9844758680434783
2 SITTING tBodyAccMag-mean() -0.9678936239130435
2 SITTING tBodyAccMag-std() -0.9530814441304348
2 SITTING tBodyGyro-mean()-X -0.04547066204347826
2 SITTING tBodyGyro-mean()-Y -0.05992867970434783
2 SITTING tBodyGyro-mean()-Z 0.0412277462173913
2 SITTING tBodyGyro-std()-X -0.985742027826087
2 SITTING tBodyGyro-std()-Y -0.9789195269565217
2 SITTING tBodyGyro-std()-Z -0.9598037086956521
2 SITTING tBodyGyroJerk-mean()-X -0.0936328412826087
2 SITTING tBodyGyroJerk-mean()-Y -0.04156020291304348
2 SITTING tBodyGyroJerk-mean()-Z -0.04358509665
2 SITTING tBodyGyroJerk-std()-X -0.9897090230434783
2 SITTING tBodyGyroJerk-std()-Y -0.9908896147826087
2 SITTING tBodyGyroJerk-std()-Z -0.9855423256521739
2 SITTING tBodyGyroJerkMag-mean() -0.9910814939130435
2 SITTING tBodyGyroJerkMag-std() -0.9895949195652174
2 SITTING tBodyGyroMag-mean() -0.946035087173913
2 SITTING tBodyGyroMag-std() -0.9613136241304348
2 SITTING tGravityAcc-mean()-X 0.9404772730434783
2 SITTING tGravityAcc-mean()-Y -0.1056300244987826
2 SITTING tGravityAcc-mean()-Z 0.19872676876086956
2 SITTING tGravityAcc-std()-X -0.9799887608695652
2 SITTING tGravityAcc-std()-Y -0.9567502730434783
2 SITTING tGravityAcc-std()-Z -0.9544158730434783
2 SITTING tGravityAccMag-mean() -0.9678936239130435
2 SITTING tGravityAccMag-std() -0.9530814441304348
2 STANDING fBodyAcc-mean()-X -0.9839467398148148
2 STANDING fBodyAcc-mean()-Y -0.9598716974074074
2 STANDING fBodyAcc-mean()-Z -0.9624711957407408
2 STANDING fBodyAcc-std()-X -0.9890564698148148
2 STANDING fBodyAcc-std()-Y -0.9579088422222222
2 STANDING fBodyAcc-std()-Z -0.9464335835185185
2 STANDING fBodyAccJerk-mean()-X -0.9809732416666667
2 STANDING fBodyAccJerk-mean()-Y -0.970851337962963
2 STANDING fBodyAccJerk-mean()-Z -0.979775152037037
2 STANDING fBodyAccJerk-std()-X -0.9830079237037037
2 STANDING fBodyAccJerk-std()-Y -0.9735202411111111
2 STANDING fBodyAccJerk-std()-Z -0.9845999051851851
2 STANDING fBodyAccMag-mean() -0.9640521664814815
2 STANDING fBodyAccMag-std() -0.9605193814814815
2 STANDING fBodyBodyAccJerkMag-mean() -0.9770652955555555
2 STANDING fBodyBodyAccJerkMag-std() -0.97516046
2 STANDING fBodyBodyGyroJerkMag-mean() -0.9778498274074074
2 STANDING fBodyBodyGyroJerkMag-std() -0.9777542981481482
2 STANDING fBodyBodyGyroMag-mean() -0.9617759048148148
2 STANDING fBodyBodyGyroMag-std() -0.9567887257407407
2 STANDING fBodyGyro-mean()-X -0.967037112037037
2 STANDING fBodyGyro-mean()-Y -0.972576152962963
2 STANDING fBodyGyro-mean()-Z -0.9606276961111111
2 STANDING fBodyGyro-std()-X -0.9749881246296296
2 STANDING fBodyGyro-std()-Y -0.9710360503703703
2 STANDING fBodyGyro-std()-Z -0.9697542957407408
2 STANDING tBodyAcc-mean()-X 0.27791147222222223
2 STANDING tBodyAcc-mean()-Y -0.018420827016666665
2 STANDING tBodyAcc-mean()-Z -0.10590853605555556
2 STANDING tBodyAcc-std()-X -0.9872718892592592
2 STANDING tBodyAcc-std()-Y -0.9573049892592592
2 STANDING tBodyAcc-std()-Z -0.9497418512962963
2 STANDING tBodyAccJerk-mean()-X 0.07475885975925926
2 STANDING tBodyAccJerk-mean()-Y 0.010329177479444444
2 STANDING tBodyAccJerk-mean()-Z -0.008371588467222222
2 STANDING tBodyAccJerk-std()-X -0.9810857155555556
2 STANDING tBodyAccJerk-std()-Y -0.9710594396296296
2 STANDING tBodyAccJerk-std()-Z -0.9828414464814815
2 STANDING tBodyAccJerkMag-mean() -0.9804890774074074
2 STANDING tBodyAccJerkMag-std() -0.9766752801851852
2 STANDING tBodyAccMag-mean() -0.9658751812962963
2 STANDING tBodyAccMag-std() -0.957874965
2 STANDING tBodyGyro-mean()-X -0.023862387571296297
2 STANDING tBodyGyro-mean()-Y -0.08203965775925925
2 STANDING tBodyGyro-mean()-Z 0.08783516954814814
2 STANDING tBodyGyro-std()-X -0.9729986298148148
2 STANDING tBodyGyro-std()-Y -0.9714419964814814
2 STANDING tBodyGyro-std()-Z -0.9648567018518519
2 STANDING tBodyGyroJerk-mean()-X -0.10556215788888888
2 STANDING tBodyGyroJerk-mean()-Y -0.04224195353703704
2 STANDING tBodyGyroJerk-mean()-Z -0.054653947942592596
2 STANDING tBodyGyroJerk-std()-X -0.9793240007407408
2 STANDING tBodyGyroJerk-std()-Y -0.9834472585185186
2 STANDING tBodyGyroJerk-std()-Z -0.9736101183333333
2 STANDING tBodyGyroJerkMag-mean() -0.9839519042592593
2 STANDING tBodyGyroJerkMag-std() -0.9772044277777778
2 STANDING tBodyGyroMag-mean() -0.9634663418518519
2 STANDING tBodyGyroMag-std() -0.9539433803703704
2 STANDING tGravityAcc-mean()-X 0.8969285668518518
2 STANDING tGravityAcc-mean()-Y -0.37006269685185184
2 STANDING tGravityAcc-mean()-Z 0.1297471612222222
2 STANDING tGravityAcc-std()-X -0.9866858187037038
2 STANDING tGravityAcc-std()-Y -0.9741944203703704
2 STANDING tGravityAcc-std()-Z -0.9459270787037037
2 STANDING tGravityAccMag-mean() -0.9658751812962963
2 STANDING tGravityAccMag-std() -0.957874965
2 WALKING fBodyAcc-mean()-X -0.34604816101694913
2 WALKING fBodyAcc-mean()-Y -0.02190481033220339
2 WALKING fBodyAcc-mean()-Z -0.4538063698305085
2 WALKING fBodyAcc-std()-X -0.45765138372881353
2 WALKING fBodyAcc-std()-Y -0.16921968620338984
2 WALKING fBodyAcc-std()-Z -0.455222146440678
2 WALKING fBodyAccJerk-mean()-X -0.30461532288135595
2 WALKING fBodyAccJerk-mean()-Y -0.07876408366101695
2 WALKING fBodyAccJerk-mean()-Z -0.554956709661017
2 WALKING fBodyAccJerk-std()-X -0.31431306340677967
2 WALKING fBodyAccJerk-std()-Y -0.015332952008474579
2 WALKING fBodyAccJerk-std()-Z -0.6158981884745762
2 WALKING fBodyAccMag-mean() -0.3242894279322034
2 WALKING fBodyAccMag-std() -0.5771052116949152
2 WALKING fBodyBodyAccJerkMag-mean() -0.16906435281355933
2 WALKING fBodyBodyAccJerkMag-std() -0.16409196944915255
2 WALKING fBodyBodyGyroJerkMag-mean() -0.5832492933898306
2 WALKING fBodyBodyGyroJerkMag-std() -0.5581045547457627
2 WALKING fBodyBodyGyroMag-mean() -0.5307048147457627
2 WALKING fBodyBodyGyroMag-std() -0.651792839661017
2 WALKING fBodyGyro-mean()-X -0.42971353610169494
2 WALKING fBodyGyro-mean()-Y -0.5547721122033898
2 WALKING fBodyGyro-mean()-Z -0.39665990745762714
2 WALKING fBodyGyro-std()-X -0.6040530191525424
2 WALKING fBodyGyro-std()-Y -0.5330469525423729
2 WALKING fBodyGyro-std()-Z -0.5598566350847458
2 WALKING tBodyAcc-mean()-X 0.27642658644067797
2 WALKING tBodyAcc-mean()-Y -0.01859491991457627
2 WALKING tBodyAcc-mean()-Z -0.1055003579661017
2 WALKING tBodyAcc-std()-X -0.4236428384745763
2 WALKING tBodyAcc-std()-Y -0.07809125331186441
2 WALKING tBodyAcc-std()-Z -0.42525752491525426
2 WALKING tBodyAccJerk-mean()-X 0.0618080696279661
2 WALKING tBodyAccJerk-mean()-Y 0.01824926792881356
2 WALKING tBodyAccJerk-mean()-Z 0.007895337066101694
2 WALKING tBodyAccJerk-std()-X -0.277530462620339
2 WALKING tBodyAccJerk-std()-Y -0.01660223628474576
2 WALKING tBodyAccJerk-std()-Z -0.5860904189830508
2 WALKING tBodyAccJerkMag-mean() -0.28142415388135594
2 WALKING tBodyAccJerkMag-std() -0.16415098512711865
2 WALKING tBodyAccMag-mean() -0.2904075937288136
2 WALKING tBodyAccMag-std() -0.4225441693220339
2 WALKING tBodyGyro-mean()-X -0.05302581573474576
2 WALKING tBodyGyro-mean()-Y -0.04823823169491526
2 WALKING tBodyGyro-mean()-Z 0.0828336633220339
2 WALKING tBodyGyro-std()-X -0.5615502557627119
2 WALKING tBodyGyro-std()-Y -0.5384536677966102
2 WALKING tBodyGyro-std()-Z -0.4810855350847458
2 WALKING tBodyGyroJerk-mean()-X -0.08188334291525423
2 WALKING tBodyGyroJerk-mean()-Y -0.05382994490677966
2 WALKING tBodyGyroJerk-mean()-Z -0.051493915683050846
2 WALKING tBodyGyroJerk-std()-X -0.3895498315254237
2 WALKING tBodyGyroJerk-std()-Y -0.6341404361016949
2 WALKING tBodyGyroJerk-std()-Z -0.43549267728813557
2 WALKING tBodyGyroJerkMag-mean() -0.5479119503389831
2 WALKING tBodyGyroJerkMag-std() -0.5577981513559322
2 WALKING tBodyGyroMag-mean() -0.4465490928813559
2 WALKING tBodyGyroMag-std() -0.5530199162711864
2 WALKING tGravityAcc-mean()-X 0.9130173333898305
2 WALKING tGravityAcc-mean()-Y -0.34660709
2 WALKING tGravityAcc-mean()-Z 0.08472708711864407
2 WALKING tGravityAcc-std()-X -0.9726932013559322
2 WALKING tGravityAcc-std()-Y -0.9721168796610169
2 WALKING tGravityAcc-std()-Z -0.9720728476271187
2 WALKING tGravityAccMag-mean() -0.2904075937288136
2 WALKING tGravityAccMag-std() -0.4225441693220339
2 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.11284116032553192
2 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y 0.2783450417659574
2 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.131290772
2 WALKING_DOWNSTAIRS fBodyAcc-std()-X 0.016104619859574464
2 WALKING_DOWNSTAIRS fBodyAcc-std()-Y 0.17197397295744682
2 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.16203289428723405
2 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X 0.13812068108723405
2 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y 0.09620916076170212
2 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.27149872110638296
2 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.049959062482978725
2 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y 0.08083334912765958
2 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.40822742319148936
2 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.2934248265914894
2 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.021478788172340425
2 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.22224740957659575
2 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.2274807325425532
2 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.3801753064893617
2 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.3436989854255319
2 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.32083854355319147
2 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.37257675536170215
2 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.145775970406383
2 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.361913824
2 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z -0.08749447360851063
2 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.37943667436170214
2 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.45873274744680853
2 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.42298766510638297
2 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.2776153480638298
2 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.022661415836170214
2 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.11681294238297872
2 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.04636668144468085
2 WALKING_DOWNSTAIRS tBodyAcc-std()-Y 0.26288178895106384
2 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.1028379080638298
2 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.11004061556957447
2 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y -0.0032795908148936168
2 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.020935167776595747
2 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.14724914323829788
2 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y 0.1268280145574468
2 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.3401220231914894
2 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() 0.0056551633510638286
2 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.22961718512765958
2 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.08995112049787234
2 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.2155863348893617
2 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.11594735287234043
2 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.0048232923191489354
2 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.09717380890638298
2 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.3207892300085106
2 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.415739144893617
2 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.2794183880425532
2 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.05810384985106383
2 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.04214702575319149
2 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.0710229816893617
2 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.2439405925531915
2 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.469396701106383
2 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.218266318606383
2 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.4108726714893617
2 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.3431878754042553
2 WALKING_DOWNSTAIRS tBodyGyroMag-mean() -0.16218858693042554
2 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.2748441105319149
2 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.8618313455319149
2 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.3257801006382979
2 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.043889016272340424
2 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.9403617595744681
2 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.9400685255319149
2 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.9314383131914894
2 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.08995112049787234
2 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.2155863348893617
2 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.26672093327083335
2 WALKING_UPSTAIRS fBodyAcc-mean()-Y 0.009924458818541666
2 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.28100198620208333
2 WALKING_UPSTAIRS fBodyAcc-std()-X -0.320582414375
2 WALKING_UPSTAIRS fBodyAcc-std()-Y 0.08488027910833333
2 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.09454497643125
2 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.25863943972916664
2 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.1878421317125
2 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.5227280633333333
2 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.3654154414583333
2 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.24355414666666667
2 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.6250909814583333
2 WALKING_UPSTAIRS fBodyAccMag-mean() -0.14531853915625
2 WALKING_UPSTAIRS fBodyAccMag-std() -0.36672824375
2 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.18951113690208332
2 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.2604238389625
2 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.60079849625
2 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.6218202029166666
2 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.45061218479166665
2 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.438620401875
2 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.33164357745833334
2 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.48808612395833334
2 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.248601122
2 WALKING_UPSTAIRS fBodyGyro-std()-X -0.476358845625
2 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.4597584889583333
2 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.21807247147916667
2 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.24716479039583333
2 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.021412113204583333
2 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.15251389952083333
2 WALKING_UPSTAIRS tBodyAcc-std()-X -0.30437640645833336
2 WALKING_UPSTAIRS tBodyAcc-std()-Y 0.10802727988958333
2 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.11212102122083334
2 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.07445078395729167
2 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y -0.009709855143333331
2 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.019481439250000003
2 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.2761218864791667
2 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.18564895422083333
2 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.5737463525
2 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.32126891104166666
2 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.21738939458125
2 WALKING_UPSTAIRS tBodyAccMag-mean() -0.10732267952083334
2 WALKING_UPSTAIRS tBodyAccMag-std() -0.20597704529583333
2 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.057691263458333336
2 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.032088309739583334
2 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.06883740216666667
2 WALKING_UPSTAIRS tBodyGyro-std()-X -0.43925305895833333
2 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.46629833666666665
2 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.16399579167916667
2 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.08288580013333334
2 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.04240537084583333
2 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.0445157481625
2 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.464854363125
2 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.6454913377083333
2 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.4675959610416667
2 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.5728164385416666
2 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.5972917191666667
2 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.21971347295833332
2 WALKING_UPSTAIRS tBodyGyroMag-std() -0.3775321676041667
2 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.7907174185416667
2 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.41621489041666665
2 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.19588823889166665
2 WALKING_UPSTAIRS tGravityAcc-std()-X -0.9344077397916667
2 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.92376745375
2 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.878004056875
2 WALKING_UPSTAIRS tGravityAccMag-mean() -0.10732267952083334
2 WALKING_UPSTAIRS tGravityAccMag-std() -0.20597704529583333
3 LAYING fBodyAcc-mean()-X -0.9806656090322581
3 LAYING fBodyAcc-mean()-Y -0.9611699829032259
3 LAYING fBodyAcc-mean()-Z -0.9683321416129033
3 LAYING fBodyAcc-std()-X -0.9836911290322581
3 LAYING fBodyAcc-std()-Y -0.9640946041935484
3 LAYING fBodyAcc-std()-Z -0.9632790801612903
3 LAYING fBodyAccJerk-mean()-X -0.9805132022580645
3 LAYING fBodyAccJerk-mean()-Y -0.9687521137096774
3 LAYING fBodyAccJerk-mean()-Z -0.9791223443548387
3 LAYING fBodyAccJerk-std()-X -0.983122615967742
3 LAYING fBodyAccJerk-std()-Y -0.9710440127419355
3 LAYING fBodyAccJerk-std()-Z -0.9837119046774193
3 LAYING fBodyAccMag-mean() -0.9655242751612904
3 LAYING fBodyAccMag-std() -0.9683502174193548
3 LAYING fBodyBodyAccJerkMag-mean() -0.9759495979032258
3 LAYING fBodyBodyAccJerkMag-std() -0.9753053779032258
3 LAYING fBodyBodyGyroJerkMag-mean() -0.9842782512903225
3 LAYING fBodyBodyGyroJerkMag-std() -0.9825681580645161
3 LAYING fBodyBodyGyroMag-mean() -0.9645867248387097
3 LAYING fBodyBodyGyroMag-std() -0.9554418558064516
3 LAYING fBodyGyro-mean()-X -0.9701672629032257
3 LAYING fBodyGyro-mean()-Y -0.9780996822580645
3 LAYING fBodyGyro-mean()-Z -0.9623419608064516
3 LAYING fBodyGyro-std()-X -0.9759864337096774
3 LAYING fBodyGyro-std()-Y -0.9770324954838709
3 LAYING fBodyGyro-std()-Z -0.9672568541935483
3 LAYING tBodyAcc-mean()-X 0.2755168527419355
3 LAYING tBodyAcc-mean()-Y -0.01895567850483871
3 LAYING tBodyAcc-mean()-Z -0.10130047750645162
3 LAYING tBodyAcc-std()-X -0.9827766391935484
3 LAYING tBodyAcc-std()-Y -0.962057544516129
3 LAYING tBodyAcc-std()-Z -0.9636910348387097
3 LAYING tBodyAccJerk-mean()-X 0.07698111258064516
3 LAYING tBodyAccJerk-mean()-Y 0.01380410113064516
3 LAYING tBodyAccJerk-mean()-Z -0.004356258743556452
3 LAYING tBodyAccJerk-std()-X -0.9808793148387097
3 LAYING tBodyAccJerk-std()-Y -0.9687107246774194
3 LAYING tBodyAccJerk-std()-Z -0.9820931629032258
3 LAYING tBodyAccJerkMag-mean() -0.9794845933870968
3 LAYING tBodyAccJerkMag-std() -0.9761212979032258
3 LAYING tBodyAccMag-mean() -0.9727913461290323
3 LAYING tBodyAccMag-std() -0.9642181764516129
3 LAYING tBodyGyro-mean()-X -0.020817054033064514
3 LAYING tBodyGyro-mean()-Y -0.07185071594354839
3 LAYING tBodyGyro-mean()-Z 0.13799956111290324
3 LAYING tBodyGyro-std()-X -0.9745457520967742
3 LAYING tBodyGyro-std()-Y -0.9772726537096774
3 LAYING tBodyGyro-std()-Z -0.963505609032258
3 LAYING tBodyGyroJerk-mean()-X -0.10004449883870968
3 LAYING tBodyGyroJerk-mean()-Y -0.038977176532258066
3 LAYING tBodyGyroJerk-mean()-Z -0.06873387
3 LAYING tBodyGyroJerk-std()-X -0.980328645
3 LAYING tBodyGyroJerk-std()-Y -0.9867627419354839
3 LAYING tBodyGyroJerk-std()-Z -0.9833382795161291
3 LAYING tBodyGyroJerkMag-mean() -0.9867136251612904
3 LAYING tBodyGyroJerkMag-std() -0.9831392556451612
3 LAYING tBodyGyroMag-mean() -0.9515647514516129
